article_title,revision_id,article_quality,country,population,region
"Baganset U Thaw",1245618789,C,"Myanmar",,
"Thein Maung",1238454181,Start,"Myanmar",,
"Thein Nyunt (politician)",1234388263,Start,"Myanmar",,
"Thet Win Aung",1170350688,Start,"Myanmar",,
"Thirty Comrades",1242193633,C,"Myanmar",,
"Tin Aye",1239526756,Stub,"Myanmar",,
"Tu Hkawng",1245373670,Start,"Myanmar",,
"Wai Moe Naing",1142166678,Start,"Myanmar",,
"Win Ko Ko Latt",1243165916,Start,"Myanmar",,
"Maung Wuntha",1192257938,Start,"Myanmar",,
"Yawd Serk",1250459738,Stub,"Myanmar",,
"Za Hlei Thang",1212771736,C,"Myanmar",,
"Zaw Htay",1220263916,C,"Myanmar",,
"Zura Begum",1207585856,Start,"Myanmar",,
"Pierre Baranyanka",1227694880,GA,"Burundi",,
"Joseph Biroli",1244607980,GA,"Burundi",,
"Evelyne Butoyi",1226287594,Stub,"Burundi",,
"Joseph Cimpaye",1247008320,C,"Burundi",,
"Edouard Nduwimana",1249889245,Stub,"Burundi",,
"Gervais Nyangoma",1172072408,Start,"Burundi",,
"Gérard Mfuranzima",1059652996,Start,"Burundi",,
"Cyrille Ndayirukiye",1235862392,Stub,"Burundi",,
"Révérien Ndikuriyo",1231164333,Start,"Burundi",,
"Tharcisse Niyongabo",1218269209,Stub,"Burundi",,
"Gabriel Nizigama",1193500276,Stub,"Burundi",,
"Jean-Baptiste Ntidendereza",1176698590,C,"Burundi",,
"Ririkumutima",1233102698,Start,"Burundi",,
"Agathon Rwasa",1227287425,Start,"Burundi",,
"Imelde Sabushimike",1243757340,Start,"Burundi",,
"Alexis Sinduhije",1227751790,GA,"Burundi",,
"Ang Vong Vathana",1242000913,Stub,"Cambodia",,
"Samheng Boros",1217047991,Start,"Cambodia",,
"Bun Chanmol",1229174400,C,"Cambodia",,
"Chem Snguon",1243810904,Stub,"Cambodia",,
"Chhan Sokhom",1243810911,Stub,"Cambodia",,
"Chuon Saodi",1243810923,Stub,"Cambodia",,
"Duong Sam Ol",1250510333,Stub,"Cambodia",,
"Ieu Koeus",1234647985,Start,"Cambodia",,
"Ith Samheng",1246668602,Start,"Cambodia",,
"Khem Veasna",1210437333,C,"Cambodia",,
"Kou Roun",1243810993,Stub,"Cambodia",,
"Daran Kravanh",1096672232,Stub,"Cambodia",,
"Lon Nil",1220226778,Start,"Cambodia",,
"Mao Ayuth",1171497670,C,"Cambodia",,
"Neav Sithong",1243811022,Stub,"Cambodia",,
"Ngoun Chhay Kry",1243811027,Stub,"Cambodia",,
"Norodom Norindeth",1220843919,Start,"Cambodia",,
"Norodom Phurissara",1243811051,Start,"Cambodia",,
"Oung Ouen",1079121769,Stub,"Cambodia",,
"Phlek Chhat",1244202380,Stub,"Cambodia",,
"Ponn Vongs Vaddey",1243811080,Stub,"Cambodia",,
"Samheng Bora",1194560189,Start,"Cambodia",,
"Say Phouthang",1174776111,C,"Cambodia",,
"Sisowath Youtevong",1221932398,Start,"Cambodia",,
"So Nem",1243811102,Stub,"Cambodia",,
"Tep Hun",1243811136,Stub,"Cambodia",,
"Tep Phan",1059565834,Stub,"Cambodia",,
"Tep Vattho",1243808497,Start,"Cambodia",,
"Thiounn",1178861440,GA,"Cambodia",,
"Touch Kim",1243811146,Stub,"Cambodia",,
"Truong Cang",1157572449,Start,"Cambodia",,
"Tuot Saron",1171902721,Start,"Cambodia",,
"Uch Ven",1178094497,Stub,"Cambodia",,
"Uk Vithun",1243811158,Stub,"Cambodia",,
"Ung Hong Sath",1094819140,Stub,"Cambodia",,
"Veng Sakhon",1249720857,Stub,"Cambodia",,
"Yat Hwaidi",1130454039,Stub,"Cambodia",,
"Marie Catherine Abena",1241219287,Start,"Cameroon",,
"Haman Adama",1246435409,Stub,"Cameroon",,
"Vincent de Paul Ahanda",1249317685,Stub,"Cameroon",,
"Ahmadou Ahidjo",1250594773,FA,"Cameroon",,
"Joseph Beti Assomo",1229939964,Start,"Cameroon",,
"Charles Ateba Eyene",1234063279,Start,"Cameroon",,
"Olivier Bilé",1243540290,Stub,"Cameroon",,
"Dsamou Micheline",1223788177,Start,"Cameroon",,
"Lawrence Fonka Shang",1041211681,Stub,"Cameroon",,
"Victor Fotso",1102345166,Stub,"Cameroon",,
"Séraphin Magloire Fouda",1009662257,Stub,"Cameroon",,
"Lucy Gwanmesia",1221349803,Start,"Cameroon",,
"Njomgang Isaac",1108440685,Start,"Cameroon",,
"René Jam Afane",1231186334,Start,"Cameroon",,
"Augustine Ngom Jua",1249031959,Start,"Cameroon",,
"Paul Monyonge Kale",1214426931,Start,"Cameroon",,
"Enanga Kebbi",1219533774,Start,"Cameroon",,
"Pierre Kotouo",1177650482,Stub,"Cameroon",,
"Laurentine Mbede",1240148045,Start,"Cameroon",,
"Albert Mbida",1230583945,Stub,"Cameroon",,
"Ibrahim Mbombo Njoya",1226331859,Start,"Cameroon",,
"Clémentine Ananga Messina",1217696496,Start,"Cameroon",,
"Ousmane Mey",1017007525,Start,"Cameroon",,
"Victor Mukete",1250196607,Start,"Cameroon",,
"Bernard Muna",1108720863,Start,"Cameroon",,
"Jerôme Mvondo",1250160956,Stub,"Cameroon",,
"Anne Marthe Mvoto",1225861548,Start,"Cameroon",,
"Hermine Patricia Tomaïno Ndam Njoya",1240147077,C,"Cameroon",,
"Pierre Ngayewang",1177650598,Stub,"Cameroon",,
"John Ebong Ngole",1151361877,Stub,"Cameroon",,
"Xavier Ngoubeyou",1242530072,Stub,"Cameroon",,
"Victor Anomah Ngu",1152439979,Start,"Cameroon",,
"Julienne Niat",1227015746,Start,"Cameroon",,
"Dorothy L. Njeuma",1240137941,Start,"Cameroon",,
"Bernard Njonga",1098278415,Stub,"Cameroon",,
"Arouna N'Joya",1177650613,Stub,"Cameroon",,
"Edouard Nomo-Ongolo",1146536611,Stub,"Cameroon",,
"Antoine Ntsimi",1180554993,C,"Cameroon",,
"Paul Pondi",1242817206,C,"Cameroon",,
"Félix Sabal Lecco (politician)",1148553193,C,"Cameroon",,
"François Sengat-Kuo",1199699881,Stub,"Cameroon",,
"Madeleine Tchuente",1225866384,Start,"Cameroon",,
"Félix Tonye Mbog",1226983598,Start,"Cameroon",,
"Kah Walla",1239668367,GA,"Cameroon",,
"Zakiatou Djamo",1235834775,Stub,"Cameroon",,
"José Manuel Gomes Andrade",1216083405,Stub,"Cape Verde",,
"Honório Barreto",1249443443,Start,"Cape Verde",,
"Pedro Fernandes Lopes",1191590141,C,"Cape Verde",,
"Januaria Moreira",1225864918,Start,"Cape Verde",,
"Paulo Rocha (Cape Verde politician)",1177459663,Stub,"Cape Verde",,
"Gilberto Correia Carvalho Silva",1101613548,Stub,"Cape Verde",,
"Luís Filipe Tavares",1213485215,Start,"Cape Verde",,
"Carlos de Vasconcelos",1216635216,Start,"Cape Verde",,
"Abraão Vicente",1213485569,Start,"Cape Verde",,
"Jean-Bédel Bokassa",1248397829,FA,"Central African Republic",,
"Antoine Darlan",1217196175,C,"Central African Republic",,
"Georges Darlan",1211998269,C,"Central African Republic",,
"Catherine Denguiadé",1242454262,Start,"Central African Republic",,
"Henri-Marie Dondra",1221994311,Stub,"Central African Republic",,
"Saif Durbar",1240973609,C,"Central African Republic",,
"Gaston N'Guérékata",1239810898,C,"Central African Republic",,
"Jean-Benoît Gonda",1159473113,Stub,"Central African Republic",,
"Hassan Al Habib",1140307699,Stub,"Central African Republic",,
"Rodolphe Iddi Lala",1242127344,C,"Central African Republic",,
"Désiré Kolingba",1226461295,Stub,"Central African Republic",,
"Tchakpa M'brede",1246969392,Start,"Central African Republic",,
"Karim Meckassoua",1224144854,Stub,"Central African Republic",,
"Abakar Sabone",1236990005,C,"Central African Republic",,
"Levy Yakete",1229277170,Stub,"Central African Republic",,
"Achta Ahmat Bremé",1243871975,Stub,"Chad",,
"Kamougue Assoum",1195939436,Stub,"Chad",,
"Christian Georges Diguimbaye",1227146224,Stub,"Chad",,
"Firmin Djidingar",1191501257,Stub,"Chad",,
"Roger Djikisna",1175430342,Stub,"Chad",,
"Issa Doubragne",1236321102,Start,"Chad",,
"Moussa Faki",1247480258,C,"Chad",,
"Arabi El Goni",1185921742,Stub,"Chad",,
"Isabelle Kassire",1246170190,Stub,"Chad",,
"Oueddei Kichidemi",1162338564,Start,"Chad",,
"Alphonse Kotiga",1108077983,Stub,"Chad",,
"Baba Laddé",1207731827,C,"Chad",,
"Nadji Madou",872461806,Stub,"Chad",,
"Mahmoud Ali Seid",1231975933,Start,"Chad",,
"Mariam Mahamat Nour",1179344861,Stub,"Chad",,
"Laoukein Kourayo Médard",872513852,Stub,"Chad",,
"Abbo Nassour",1144389013,C,"Chad",,
"Tahir Hamid Nguilin",1085015143,Stub,"Chad",,
"Quatre Sou Quatre",1193126229,Stub,"Chad",,
"François Tombalbaye",1250337903,C,"Chad",,
"Saadie Goukouni Weddeye",1235451008,Start,"Chad",,
"Alejandro Serani Burgos",1232887754,C,"Chile",,
"Beltrán Mathieu",1240166319,B,"Chile",,
"Alexandra Benado",1247622508,Start,"Chile",,
"Rolando Calderón",1241145448,Stub,"Chile",,
"Eugenio Cantuarias",1246582918,Stub,"Chile",,
"Carlos Balmaceda Saavedra",1246583396,Start,"Chile",,
"Jorge Cauas",1216583569,Stub,"Chile",,
"Alberto Cooper",1246582150,Stub,"Chile",,
"Fernando Cordero Rusque",1246582796,Stub,"Chile",,
"Juan de Dios Correa de Saa",1246583602,Stub,"Chile",,
"María Silvia Correa Marín",1233099485,Start,"Chile",,
"Álvaro Covarrubias",1246583605,Start,"Chile",,
"Pedro Nolasco Cruz Vergara",1236685196,C,"Chile",,
"Jose Fernandez Dubrock",1209556113,Stub,"Chile",,
"Juan Egaña",1246583619,Stub,"Chile",,
"Sergio Fernández Fernández",1246582974,Stub,"Chile",,
"Ángel Flisfisch",1238013543,Start,"Chile",,
"Jaime Gazmuri",1220158605,C,"Chile",,
"Carlos González Márquez",1241138604,Stub,"Chile",,
"David Henríquez (footballer, born 1977)",1241826912,Start,"Chile",,
"Alejandra Bravo Hidalgo",1210732533,C,"Chile",,
"Checho Hirane",1232905225,Stub,"Chile",,
"Ricardo Hormazábal",1241145426,Stub,"Chile",,
"Aucán Huilcamán",1216869009,Stub,"Chile",,
"Liliana Jadue",1218197818,Start,"Chile",,
"Andrés Jouannet",1232904571,Start,"Chile",,
"Antonio Leal Labrín",1240072329,Stub,"Chile",,
"Graciela Mandujano",1246581836,Start,"Chile",,
"Daniel Manouchehri",1225804893,Start,"Chile",,
"Rodrigo Mundaca",1234717906,Stub,"Chile",,
"Sergio Ortega (composer)",1224512179,C,"Chile",,
"Manuel Ossa Ruiz",1197442605,Start,"Chile",,
"Miguel Otero Lathrop",1246581884,Stub,"Chile",,
"Sergio Páez Verdugo",1233100674,Stub,"Chile",,
"Luis Palacios Rossini",1240166225,Stub,"Chile",,
"Héctor Parra (footballer)",1246581897,C,"Chile",,
"Ignacio Pérez Walker",1246582371,Stub,"Chile",,
"Bernhard Eunom Philippi",1237244682,Start,"Chile",,
"Germán Picó Cañas",1233081384,Start,"Chile",,
"Tancredo Pinochet",1246581910,Start,"Chile",,
"Jaime Pizarro",1246276668,C,"Chile",,
"Roberto Poblete",1246286451,Start,"Chile",,
"Francisco Prat Alemparte",1246582387,Stub,"Chile",,
"Pablo Prieto",1246582394,Stub,"Chile",,
"Valentina Quiroga",1230256788,Start,"Chile",,
"Patricio Rey Sommer",1226080617,Stub,"Chile",,
"Claudio Reyes",1246584115,C,"Chile",,
"Mario Ríos Santander",1246582411,Stub,"Chile",,
"Jennifer Rojas",1245058533,Start,"Chile",,
"Miguel Schweitzer Walters",1233099801,Start,"Chile",,
"Loreto Silva",1235451028,Start,"Chile",,
"Roberto Thieme",1247033778,Start,"Chile",,
"Manuel Antonio Tocornal",1246583701,Stub,"Chile",,
"Ramón Vega Hidalgo",1193587402,Stub,"Chile",,
"Juan de Dios Vial del Río",1246583715,Stub,"Chile",,
"Claudio Vicuña Subercaseaux",1240166459,B,"Chile",,
"Hernán Vodanovic",1241138610,Stub,"Chile",,
"Chris Watson",1245997885,FA,"Chile",,
"Sergio Zarzar Andonie",1037723664,Start,"Chile",,
"Cao Lihuai",1240382229,C,"China",,
"Fu Wenhua",1240083184,Start,"China",,
"Gu Shu",1222977958,Start,"China",,
"Hang Yihong",1117001263,Stub,"China",,
"Hao Hongjun",1182205038,C,"China",,
"Hoi Lai Fong",1222254128,Stub,"China",,
"Hu Fuming",1230177446,Stub,"China",,
"Jiao Xiaoping",1250403358,Start,"China",,
"Lin Shengzhong",1229515337,Start,"China",,
"Lu Feng (politician)",1183319623,Stub,"China",,
"Shi Ping (politician)",1247579845,Start,"China",,
"Wang Liyan",1243521667,Start,"China",,
"Wang Yonghong",1234882199,Start,"China",,
"Wang Wei (politician, born 1974)",1112864760,Stub,"China",,
"Wei Wenhui",1213106474,Stub,"China",,
"Zhang Lin (general)",1243512125,Stub,"China",,
"José Manuel Restrepo Abondano",1240223372,Start,"Colombia",,
"Yahir Acuña",1245229750,Stub,"Colombia",,
"Iván Darío Agudelo",1245229754,Start,"Colombia",,
"Carlos Mario Álvarez",1245234693,Stub,"Colombia",,
"Rafael Francisco Amador Campos",1246254621,Stub,"Colombia",,
"Julio Arboleda Pombo",1245236501,Start,"Colombia",,
"Justo Arosemena Quesada",1215952443,Start,"Colombia",,
"Germán Blanco Álvarez",1245229792,Start,"Colombia",,
"Manuel José Bonnet",1145659050,Start,"Colombia",,
"Wilson Borja",1245233085,Stub,"Colombia",,
"Gloria María Borrero",1245229806,Stub,"Colombia",,
"Carlos Fernando Galán",1245229831,C,"Colombia",,
"José Eusebio Caro",1216025693,Stub,"Colombia",,
"Ana María Castañeda",1246254674,Start,"Colombia",,
"Iván Cepeda",1245233092,Start,"Colombia",,
"Juan José Chaux Mosquera",1245229841,Start,"Colombia",,
"Vicky Colbert",1246254698,C,"Colombia",,
"Alejandro Corrales Escobar",1177713760,Stub,"Colombia",,
"Alfredo Cuello Baute",1245229857,Start,"Colombia",,
"Alfonso Dávila Ortiz",1170558228,C,"Colombia",,
"Luis Eduardo Díaz Granados",1245235873,Stub,"Colombia",,
"Olga Duque de Ospina",1245229862,Stub,"Colombia",,
"Eduardo Wiesner Durán",1245236200,Start,"Colombia",,
"Eduardo Enríquez Maya",1245233259,Stub,"Colombia",,
"Miguel Amín Escaf",1230172715,Stub,"Colombia",,
"Juan Carlos Esguerra Portocarrero",1246255193,Stub,"Colombia",,
"Claudio Galán Pachón",1245229882,Stub,"Colombia",,
"Juan García del Río",1240176611,Stub,"Colombia",,
"Daniel García-Peña",1245233082,Start,"Colombia",,
"Lucy Inés García",1245229888,Stub,"Colombia",,
"Yaneth Giha Tovar",1245236372,Stub,"Colombia",,
"Enrique Gil Botero",1245233277,GA,"Colombia",,
"Guillermo González (politician)",1245234381,Stub,"Colombia",,
"Bernardo Guerra Serna",1250271191,Stub,"Colombia",,
"Carlos Mauro Hoyos",1248682870,C,"Colombia",,
"Augusto Ibáñez Guzmán",1184527110,Start,"Colombia",,
"Gilma Jiménez",1069225684,Stub,"Colombia",,
"Roberto Junguito",1240223425,Stub,"Colombia",,
"Maria Claudia Lacouture",1199118382,Start,"Colombia",,
"Rodrigo Lara",1250547066,C,"Colombia",,
"Rodrigo Hernán Lloreda Caicedo",1246254780,Start,"Colombia",,
"Francisco José Lloreda Mera",1246254788,C,"Colombia",,
"Fernando Londoño",1246255201,Start,"Colombia",,
"Jorge Eduardo Londoño",1245235971,Stub,"Colombia",,
"Jorge Miguel Lozano, Marquis of San Jorge",1236266474,Start,"Colombia",,
"David Luna Sánchez",1222201469,Stub,"Colombia",,
"Mariano Arosemena",1245235175,Stub,"Colombia",,
"Iván Marulanda",1185742882,Start,"Colombia",,
"Carlos Eduardo Medellín Becerra",1245235975,C,"Colombia",,
"Germán Montoya Vélez",1028093034,Stub,"Colombia",,
"Lorenzo Muelas",1164689541,Start,"Colombia",,
"Narciso Matus Torres",1245236941,Stub,"Colombia",,
"Elsa Noguera",1246254840,Stub,"Colombia",,
"Antonio Ordóñez Plaja",1173626216,Stub,"Colombia",,
"Fernando Ospina Hernández",1245233340,Stub,"Colombia",,
"Enrique Parejo González",1245235981,Stub,"Colombia",,
"Carlos Pizarro Leongómez",1249030421,C,"Colombia",,
"Daniel Quintero",1245235291,C,"Colombia",,
"Juan Camilo Quintero",1015926064,Stub,"Colombia",,
"Manuel María Ramírez Fortoul",1216456187,Start,"Colombia",,
"Juan José Reyes-Patria Escobar",1227553742,C,"Colombia",,
"Ricardo Cobo",1244437288,Stub,"Colombia",,
"Jorge Enrique Robledo",1220326566,Start,"Colombia",,
"Ángela Robledo",1246255224,Start,"Colombia",,
"Antonio Roldán Betancur",1221854205,Start,"Colombia",,
"Sixta Pontón de Santander",1247090171,Stub,"Colombia",,
"Juana de J. Sarmiento",1245238707,Start,"Colombia",,
"Oscar Terán (lawyer)",1161329015,Stub,"Colombia",,
"Ernesto Macías Tovar",1213699898,Start,"Colombia",,
"Ciro Luis Urriola",1228551844,Start,"Colombia",,
"Ramón Maximiliano Valdés",1161329073,Stub,"Colombia",,
"Eduardo Valencia Ospina",1246254972,Start,"Colombia",,
"Cristóbal de Vergara Azcárate",1245235067,Start,"Colombia",,
"José María Vergara y Vergara",1245233403,C,"Colombia",,
"Estanislao Vergara y Sanz de Santamaría",1245706441,Stub,"Colombia",,
"Luis Villar Borda",1245234958,Stub,"Colombia",,
"Luis Carlos Villegas Echeverri",1240167842,Stub,"Colombia",,
"Roberto Camacho Weberberg",1245232426,Start,"Colombia",,
"Mouzawar Abdallah",1245477212,Start,"Comoros",,
"Moustadroine Abdou",1249127568,Stub,"Comoros",,
"Ibrahim Aboubacar",1243241622,Start,"Comoros",,
"Saïd Ibrahim Ben Ali",1246290098,Start,"Comoros",,
"Mohamed Bacar",1247355339,C,"Comoros",,
"Chamina Ben Mohamed",1247354060,Stub,"Comoros",,
"Saïd Mohamed Cheikh",1221994066,Start,"Comoros",,
"Mohamed Dahalani",1175970303,Stub,"Comoros",,
"Dhoihir Dhoulkamal",1196223038,Stub,"Comoros",,
"Ahmed Ben Said Djaffar",1190414185,Stub,"Comoros",,
"Abdou Soulé Elbak",1247353598,Stub,"Comoros",,
"Gaston Feuillard",1186382326,Stub,"Comoros",,
"Siti Kassim",1131245612,Start,"Comoros",,
"Said Ali Kemal",1054672013,Start,"Comoros",,
"Fouad Mohadji",1136343767,Stub,"Comoros",,
"Dawiat Mohamed",1226333799,Stub,"Comoros",,
"Sittou Raghadat Mohamed",1197939649,Start,"Comoros",,
"Idi Nadhoim",1247384439,Stub,"Comoros",,
"Fahmi Said Ibrahim",1159714281,Stub,"Comoros",,
"Djaffar Ahmed Said",1236977988,Stub,"Comoros",,
"Abdallah Said Sarouma",1043132737,Stub,"Comoros",,
"Mohamed Ali Soilihi",1136366247,Start,"Comoros",,
"Moussa Toybou",1247355431,Stub,"Comoros",,
"Léon Angor",1242492711,Start,"Congo",,
"Joseph Badiabio",1154376625,Start,"Congo",,
"Frédéric Bintsamou",1248517558,Start,"Congo",,
"Modeste Boukadia",1234167840,C,"Congo",,
"Jean-Jacques Bouya",1246299510,C,"Congo",,
"Fidèle Dimou",1135246225,Start,"Congo",,
"Gabriel Entcha-Ebia",1246821116,Start,"Congo",,
"Gabriel Valère Eteka Yemet",1146697785,Start,"Congo",,
"Albert Fourvelle",826516065,Stub,"Congo",,
"Pascal Gamassa",1223558585,C,"Congo",,
"Pierre Goura",1177650425,Start,"Congo",,
"Gustave Aba-Gandzion",1124446209,Stub,"Congo",,
"Joseph Hondjuila Miokono",1146540238,Start,"Congo",,
"Zely Pierre Inzoungou-Massanga",1141825144,Stub,"Congo",,
"André Kerhervé",1152185896,Stub,"Congo",,
"Pierre Mabiala",1146545045,C,"Congo",,
"Paulin Makaya",1112682469,C,"Congo",,
"Jean-Pierre Makouta-Mboukou",1156202898,C,"Congo",,
"Jean Malonga",1177650547,Stub,"Congo",,
"André Matsoua",1247163377,Start,"Congo",,
"Ferdinand Mbahou",1227758610,Start,"Congo",,
"Justin Mikolo-Kinzonzi",1146540347,Start,"Congo",,
"Bonaventure Mizidy",976591922,Stub,"Congo",,
"Émile Mokoko Wongolo",1221206415,Start,"Congo",,
"Jean-Marie Mokoko",1209020061,C,"Congo",,
"René-Dambert Ndouane",1146545877,C,"Congo",,
"Jean-Dominique Okemba",1146539782,C,"Congo",,
"Denis-Christel Sassou Nguesso",1235566637,C,"Congo",,
"Arlette Soudan-Nonault",1221600122,Start,"Congo",,
"Jean Félix Demba Telo",1106155664,Stub,"Congo",,
"Abel Thauley-Ganga",1127419766,Stub,"Congo",,
"Daniel Aselo",1161287091,Stub,"Congo DR",,
"Jean-Claude Baende",1240112055,Start,"Congo DR",,
"Bertrand Bisimwa",1209006607,Start,"Congo DR",,
"Célestin Cibalonza Byaterana",1053664162,Stub,"Congo DR",,
"Martin Parfait Aimé Coussoud-Mavoungou",1178358315,Start,"Congo DR",,
"Emmanuel Dungia",1246747483,C,"Congo DR",,
"Ferdinand Essandja",1176623737,Stub,"Congo DR",,
"Floribert Anzuluni",1212136112,Start,"Congo DR",,
"Lugi Gizenga",1180021058,Start,"Congo DR",,
"Clovis Kabongo Malemba",1156020993,Stub,"Congo DR",,
"Odilon Kafitwe wa pa Bowa",1063619600,Stub,"Congo DR",,
"François Nicéphore Kakese",1053664863,Stub,"Congo DR",,
"Kalenga Riziki Lwango II",1175866265,Start,"Congo DR",,
"Jean Collins Musonda Kalusambo",1053665874,Stub,"Congo DR",,
"Norman Kamosi",1158543582,Stub,"Congo DR",,
"Oscar Kashala",1207022384,GA,"Congo DR",,
"Banyingela Kasonga",1112278142,Start,"Congo DR",,
"Tharcisse Kasongo Mwema Yamba-Yamba",1178367789,Start,"Congo DR",,
"Albert-Joseph Kasongo Wa Kapinga",1249521619,GA,"Congo DR",,
"Pierre Honoré Kazadi Lukonda Ngube-Ngube",1002487446,Stub,"Congo DR",,
"Jacques Kazadi",1176430546,Start,"Congo DR",,
"Léon Kengo wa Dondo",1237115839,C,"Congo DR",,
"Robert Kidiaba",1248824563,Start,"Congo DR",,
"Seth Kikuni",1243865684,Stub,"Congo DR",,
"Jean-Pierre Lola Kisanga",1249285899,Stub,"Congo DR",,
"Delphin Kyubwa",1053664236,Stub,"Congo DR",,
"Gabriel Kyungu",1211274287,Start,"Congo DR",,
"Eric Lenge",1244086359,Start,"Congo DR",,
"Faustin Luanga",1233422388,C,"Congo DR",,
"Guy-Patrice Lumumba",1147505613,Stub,"Congo DR",,
"Sultani Makenga",1245170396,C,"Congo DR",,
"Angèle Makombo",1188621879,Stub,"Congo DR",,
"Franck Mwe di Malila",1221364267,C,"Congo DR",,
"Anne Mbusu",1125303194,Start,"Congo DR",,
"Munga Mibindo",1058408130,Stub,"Congo DR",,
"Emile Mota",1221204219,Start,"Congo DR",,
"Josué Alex Mukendi",1158533179,Stub,"Congo DR",,
"Daniel Mukoko Samba",1230882624,Start,"Congo DR",,
"Paul-Joseph Mukungubila",1234382434,C,"Congo DR",,
"Medard Mulangala",1247424323,C,"Congo DR",,
"Didier Mumengi",1207925066,C,"Congo DR",,
"Kasongo Munganga",1221395785,C,"Congo DR",,
"Jean-Claude Kazembe Musonda",1249280194,Stub,"Congo DR",,
"Jules Mutebutsi",1220065911,Start,"Congo DR",,
"Laurent Nkunda",1247976741,C,"Congo DR",,
"Muanda Nsemi",1244131957,Start,"Congo DR",,
"Victor Promontorio",1087110784,Start,"Congo DR",,
"Jean-Marie Runiga",1194658548,Start,"Congo DR",,
"Alain Daniel Shekomba",1169619132,Stub,"Congo DR",,
"Koloso Sumaili",1053666295,Stub,"Congo DR",,
"Noël K. Tshiani Muadiamvita",1226227200,C,"Congo DR",,
"Emery Wafwana",1092371503,Start,"Congo DR",,
"Yolande Ebongo Osongo",1226028337,Stub,"Congo DR",,
"Florentino Alfaro Zamora",1220759536,Stub,"Costa Rica",,
"Alejandro Alvarado García",1003975565,Stub,"Costa Rica",,
"Antonio Saldaña",1222311219,Start,"Costa Rica",,
"Armando Aráuz Aguilar",1222118361,Stub,"Costa Rica",,
"Birche",1144900728,Stub,"Costa Rica",,
"Tranquilino de Bonilla y Herdocia",1225144299,Stub,"Costa Rica",,
"Juan José de Bonilla y Herdocia",1226616767,Stub,"Costa Rica",,
"Miguel de Bonilla y Laya-Bolívar",1208170811,Start,"Costa Rica",,
"Stephan Brunner",1222276569,Stub,"Costa Rica",,
"Marvin Calvo Montoya",1162646713,Stub,"Costa Rica",,
"Florencio del Castillo",1208171356,Start,"Costa Rica",,
"Paola Vega Castillo",1225809426,Stub,"Costa Rica",,
"Ramón Castro y Ramírez",1225486364,Stub,"Costa Rica",,
"Ricardo Castro Beeche",1227663151,Stub,"Costa Rica",,
"Teodoro Willink Castro",1225813983,Stub,"Costa Rica",,
"José Joaquín Chaverri Sievert",956297870,Stub,"Costa Rica",,
"José Miguel Corrales Bolaños",1106097216,Stub,"Costa Rica",,
"Correque",1247058625,Start,"Costa Rica",,
"Aquileo J. Echeverría",1238913567,Start,"Costa Rica",,
"El Guarco",1222311350,Start,"Costa Rica",,
"Narciso Esquivel y Salazar",1220760182,Stub,"Costa Rica",,
"Alberto Fait Lizano",1222118382,Stub,"Costa Rica",,
"King Garabito",1196861935,Start,"Costa Rica",,
"Gerardo Gómez Ramírez",1192619706,Stub,"Costa Rica",,
"Joaquín Gutiérrez",1247069935,C,"Costa Rica",,
"Fernando Guzmán Mata",1222118321,Stub,"Costa Rica",,
"Gerardo Guzmán Quirós",1238913592,Stub,"Costa Rica",,
"Joaquín de Iglesias Vidamartel",1143751403,Stub,"Costa Rica",,
"Bernal Jiménez Monge",1222116000,Stub,"Costa Rica",,
"Ramón Jiménez y Robredo",956297739,Stub,"Costa Rica",,
"José Miguel Alfaro Rodríguez",1159361259,Stub,"Costa Rica",,
"Pedro María León-Páez y Brown",1239281067,Stub,"Costa Rica",,
"Óscar López (politician)",1223311224,Stub,"Costa Rica",,
"Juan de los Santos Madriz y Cervantes",1166323385,Stub,"Costa Rica",,
"Félix Arcadio Montero Monge",1220914008,Stub,"Costa Rica",,
"José Joaquín Mora Porras",1220914322,Stub,"Costa Rica",,
"Mary Munive",1187967160,Stub,"Costa Rica",,
"Rafael Moya Murillo",1224803859,Stub,"Costa Rica",,
"María Teresa Obregón Zamora",1248921822,C,"Costa Rica",,
"Rodrigo Oreamuno Blanco",1222118589,Stub,"Costa Rica",,
"Joaquín de Oreamuno",1233508565,GA,"Costa Rica",,
"Rafael Francisco Osejo",1226873055,Start,"Costa Rica",,
"Pablo Presbere",1248356984,C,"Costa Rica",,
"Manuel María de Peralta y Alfaro",1221588507,Start,"Costa Rica",,
"José María de Peralta",1232063930,Start,"Costa Rica",,
"Manuel María de Peralta y López del Corral",1221588551,Stub,"Costa Rica",,
"Cipriano Pérez y Arias",1227718585,Stub,"Costa Rica",,
"Eusebio Prieto y Ruiz",1221750109,Stub,"Costa Rica",,
"Carmen Quesada Santamaría",1241998103,Stub,"Costa Rica",,
"José Pablo Quirós Quirós",1250676686,Stub,"Costa Rica",,
"Gregorio José Ramírez",1242282892,Start,"Costa Rica",,
"Rafael Ramírez Hidalgo",1221750940,Stub,"Costa Rica",,
"Carlos Ricardo Benavides Jiménez",1101826814,Stub,"Costa Rica",,
"Rodrigo Altmann Ortiz",1230256617,Stub,"Costa Rica",,
"Santiago Mayas",1220279443,Start,"Costa Rica",,
"Siarke",1165987146,Stub,"Costa Rica",,
"Tomás Enrique Soley Soler",1221318310,Stub,"Costa Rica",,
"José María Soto Alfaro",1163807639,Start,"Costa Rica",,
"Nazario Toledo",1144305699,Stub,"Costa Rica",,
